model_name,model_parameters,lecture_title,lecture_topic,system_prompt_id,dialog_id,unique_dialog_id,source,f1,precision,recall,claim_recall,context_precision,context_utilization,hallucination,faithfulness,noise_sensitivity,self_knowledge
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,Как выбрать количество соседей k в k-NN?,prompt13,dialog0362,analytics_gemma3_4b_prompt13_dialog0362,analytics,47.3,44.3,61.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,Что такое евклидова метрика?,prompt13,dialog0363,analytics_gemma3_4b_prompt13_dialog0363,analytics,47.3,44.3,61.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,В чем суть наивного байесовского классификатора?,prompt13,dialog0364,analytics_gemma3_4b_prompt13_dialog0364,analytics,47.3,44.3,61.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,Как работает сглаживание по Лапласу?,prompt13,dialog0365,analytics_gemma3_4b_prompt13_dialog0365,analytics,47.3,44.3,61.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,Что такое манхэттенское расстояние?,prompt13,dialog0366,analytics_gemma3_4b_prompt13_dialog0366,analytics,47.3,44.3,61.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,Как вычислить вероятность класса в Naive Bayes?,prompt13,dialog0367,analytics_gemma3_4b_prompt13_dialog0367,analytics,47.3,44.3,61.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,Что такое расстояние Чебышёва?,prompt13,dialog0368,analytics_gemma3_4b_prompt13_dialog0368,analytics,47.3,44.3,61.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,Как классифицировать письмо как спам в Naive Bayes?,prompt13,dialog0369,analytics_gemma3_4b_prompt13_dialog0369,analytics,47.3,44.3,61.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,В чем разница между k-NN и взвешенным k-NN?,prompt13,dialog0370,analytics_gemma3_4b_prompt13_dialog0370,analytics,47.3,44.3,61.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,Вычисли вероятность спама для слова 'приз' из примера.,prompt13,dialog0371,analytics_gemma3_4b_prompt13_dialog0371,analytics,47.3,44.3,61.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,"Вычисли расстояние Евклида между (1,2) и (3,4).",prompt13,dialog0372,analytics_gemma3_4b_prompt13_dialog0372,analytics,47.3,44.3,61.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,"В примере с погодой, вычисли F(да) для теста.",prompt13,dialog0373,analytics_gemma3_4b_prompt13_dialog0373,analytics,47.3,44.3,61.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,"Вычисли P(да | пасмурно, холодно, влажно, да).",prompt13,dialog0374,analytics_gemma3_4b_prompt13_dialog0374,analytics,47.3,44.3,61.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,"В спам-примере, вычисли P(win|спам) с Laplace.",prompt13,dialog0375,analytics_gemma3_4b_prompt13_dialog0375,analytics,47.3,44.3,61.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС,Что такое autograd?,prompt13,dialog0376,analytics_gemma3_4b_prompt13_dialog0376,analytics,47.3,44.3,61.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС,Что такое TensorFlow?,prompt13,dialog0377,analytics_gemma3_4b_prompt13_dialog0377,analytics,47.3,44.3,61.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС,Что такое Keras?,prompt13,dialog0378,analytics_gemma3_4b_prompt13_dialog0378,analytics,47.3,44.3,61.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС,Что такое over-fitting?,prompt13,dialog0379,analytics_gemma3_4b_prompt13_dialog0379,analytics,47.3,44.3,61.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС,Что такое SGD?,prompt13,dialog0380,analytics_gemma3_4b_prompt13_dialog0380,analytics,47.3,44.3,61.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС,Что такое Momentum в оптимизации?,prompt13,dialog0381,analytics_gemma3_4b_prompt13_dialog0381,analytics,47.3,44.3,61.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС,Что такое Adam?,prompt13,dialog0382,analytics_gemma3_4b_prompt13_dialog0382,analytics,47.3,44.3,61.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС,Что такое learning rate?,prompt13,dialog0383,analytics_gemma3_4b_prompt13_dialog0383,analytics,47.3,44.3,61.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС,Что такое метод Ньютона?,prompt13,dialog0384,analytics_gemma3_4b_prompt13_dialog0384,analytics,47.3,44.3,61.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС,Что такое RMSProp?,prompt13,dialog0385,analytics_gemma3_4b_prompt13_dialog0385,analytics,47.3,44.3,61.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС,"Вычисли шаг в SGD для L(w)=w^2, w=3, η=0.1.",prompt13,dialog0386,analytics_gemma3_4b_prompt13_dialog0386,analytics,47.3,44.3,61.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС,"Вычисли v_t в Momentum: γ=0.9, v_{t-1}=1, ∇L=2, η=0.1.",prompt13,dialog0387,analytics_gemma3_4b_prompt13_dialog0387,analytics,47.3,44.3,61.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС,"В Adagrad, G_{t-1,ii}=4, g_t=2, η=0.1, ε=1e-8.",prompt13,dialog0388,analytics_gemma3_4b_prompt13_dialog0388,analytics,47.3,44.3,61.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС,"Вычисли learning rate decay: η0=0.1, t=5, T=10, linear.",prompt13,dialog0389,analytics_gemma3_4b_prompt13_dialog0389,analytics,47.3,44.3,61.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС,"В Nesterov, вычисли ∇ в ω - γ v_{t-1}: γ=0.9, v=1, ∇=2.",prompt13,dialog0390,analytics_gemma3_4b_prompt13_dialog0390,analytics,47.3,44.3,61.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,Что такое метод k-ближайших соседей?,prompt4,dialog0091,analytics_gemma3_4b_prompt4_dialog0091,analytics,49.8,46.4,59.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,Как выбрать количество соседей k в k-NN?,prompt4,dialog0092,analytics_gemma3_4b_prompt4_dialog0092,analytics,49.8,46.4,59.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,Что такое евклидова метрика?,prompt4,dialog0093,analytics_gemma3_4b_prompt4_dialog0093,analytics,49.8,46.4,59.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,В чем суть наивного байесовского классификатора?,prompt4,dialog0094,analytics_gemma3_4b_prompt4_dialog0094,analytics,49.8,46.4,59.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,Как работает сглаживание по Лапласу?,prompt4,dialog0095,analytics_gemma3_4b_prompt4_dialog0095,analytics,49.8,46.4,59.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,Что такое манхэттенское расстояние?,prompt4,dialog0096,analytics_gemma3_4b_prompt4_dialog0096,analytics,49.8,46.4,59.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,Как вычислить вероятность класса в Naive Bayes?,prompt4,dialog0097,analytics_gemma3_4b_prompt4_dialog0097,analytics,49.8,46.4,59.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,Что такое расстояние Чебышёва?,prompt4,dialog0098,analytics_gemma3_4b_prompt4_dialog0098,analytics,49.8,46.4,59.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,Как классифицировать письмо как спам в Naive Bayes?,prompt4,dialog0099,analytics_gemma3_4b_prompt4_dialog0099,analytics,49.8,46.4,59.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,В чем разница между k-NN и взвешенным k-NN?,prompt4,dialog0100,analytics_gemma3_4b_prompt4_dialog0100,analytics,49.8,46.4,59.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,Вычисли вероятность спама для слова 'приз' из примера.,prompt4,dialog0101,analytics_gemma3_4b_prompt4_dialog0101,analytics,49.8,46.4,59.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,"Вычисли расстояние Евклида между (1,2) и (3,4).",prompt4,dialog0102,analytics_gemma3_4b_prompt4_dialog0102,analytics,49.8,46.4,59.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,"В примере с погодой, вычисли F(да) для теста.",prompt4,dialog0103,analytics_gemma3_4b_prompt4_dialog0103,analytics,49.8,46.4,59.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,"Вычисли P(да | пасмурно, холодно, влажно, да).",prompt4,dialog0104,analytics_gemma3_4b_prompt4_dialog0104,analytics,49.8,46.4,59.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,"В спам-примере, вычисли P(win|спам) с Laplace.",prompt4,dialog0105,analytics_gemma3_4b_prompt4_dialog0105,analytics,49.8,46.4,59.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС,Что такое autograd?,prompt4,dialog0106,analytics_gemma3_4b_prompt4_dialog0106,analytics,49.8,46.4,59.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС,Что такое TensorFlow?,prompt4,dialog0107,analytics_gemma3_4b_prompt4_dialog0107,analytics,49.8,46.4,59.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС,Что такое Keras?,prompt4,dialog0108,analytics_gemma3_4b_prompt4_dialog0108,analytics,49.8,46.4,59.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС,Что такое over-fitting?,prompt4,dialog0109,analytics_gemma3_4b_prompt4_dialog0109,analytics,49.8,46.4,59.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС,Что такое SGD?,prompt4,dialog0110,analytics_gemma3_4b_prompt4_dialog0110,analytics,49.8,46.4,59.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС,Что такое Momentum в оптимизации?,prompt4,dialog0111,analytics_gemma3_4b_prompt4_dialog0111,analytics,49.8,46.4,59.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС,Что такое Adam?,prompt4,dialog0112,analytics_gemma3_4b_prompt4_dialog0112,analytics,49.8,46.4,59.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС,Что такое learning rate?,prompt4,dialog0113,analytics_gemma3_4b_prompt4_dialog0113,analytics,49.8,46.4,59.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС,Что такое метод Ньютона?,prompt4,dialog0114,analytics_gemma3_4b_prompt4_dialog0114,analytics,49.8,46.4,59.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС,Что такое RMSProp?,prompt4,dialog0115,analytics_gemma3_4b_prompt4_dialog0115,analytics,49.8,46.4,59.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС,"Вычисли шаг в SGD для L(w)=w^2, w=3, η=0.1.",prompt4,dialog0116,analytics_gemma3_4b_prompt4_dialog0116,analytics,49.8,46.4,59.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС,"Вычисли v_t в Momentum: γ=0.9, v_{t-1}=1, ∇L=2, η=0.1.",prompt4,dialog0117,analytics_gemma3_4b_prompt4_dialog0117,analytics,49.8,46.4,59.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС,"В Adagrad, G_{t-1,ii}=4, g_t=2, η=0.1, ε=1e-8.",prompt4,dialog0118,analytics_gemma3_4b_prompt4_dialog0118,analytics,49.8,46.4,59.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС,"Вычисли learning rate decay: η0=0.1, t=5, T=10, linear.",prompt4,dialog0119,analytics_gemma3_4b_prompt4_dialog0119,analytics,49.8,46.4,59.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС,"В Nesterov, вычисли ∇ в ω - γ v_{t-1}: γ=0.9, v=1, ∇=2.",prompt4,dialog0120,analytics_gemma3_4b_prompt4_dialog0120,analytics,49.8,46.4,59.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,Что такое метод k-ближайших соседей?,prompt3,dialog0061,analytics_gemma3_4b_prompt3_dialog0061,analytics,46.9,49.2,55.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,Как выбрать количество соседей k в k-NN?,prompt3,dialog0062,analytics_gemma3_4b_prompt3_dialog0062,analytics,46.9,49.2,55.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,Что такое евклидова метрика?,prompt3,dialog0063,analytics_gemma3_4b_prompt3_dialog0063,analytics,46.9,49.2,55.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,В чем суть наивного байесовского классификатора?,prompt3,dialog0064,analytics_gemma3_4b_prompt3_dialog0064,analytics,46.9,49.2,55.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,Как работает сглаживание по Лапласу?,prompt3,dialog0065,analytics_gemma3_4b_prompt3_dialog0065,analytics,46.9,49.2,55.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,Что такое манхэттенское расстояние?,prompt3,dialog0066,analytics_gemma3_4b_prompt3_dialog0066,analytics,46.9,49.2,55.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,Как вычислить вероятность класса в Naive Bayes?,prompt3,dialog0067,analytics_gemma3_4b_prompt3_dialog0067,analytics,46.9,49.2,55.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,Что такое расстояние Чебышёва?,prompt3,dialog0068,analytics_gemma3_4b_prompt3_dialog0068,analytics,46.9,49.2,55.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,Как классифицировать письмо как спам в Naive Bayes?,prompt3,dialog0069,analytics_gemma3_4b_prompt3_dialog0069,analytics,46.9,49.2,55.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,В чем разница между k-NN и взвешенным k-NN?,prompt3,dialog0070,analytics_gemma3_4b_prompt3_dialog0070,analytics,46.9,49.2,55.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,Вычисли вероятность спама для слова 'приз' из примера.,prompt3,dialog0071,analytics_gemma3_4b_prompt3_dialog0071,analytics,46.9,49.2,55.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,"Вычисли расстояние Евклида между (1,2) и (3,4).",prompt3,dialog0072,analytics_gemma3_4b_prompt3_dialog0072,analytics,46.9,49.2,55.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,"В примере с погодой, вычисли F(да) для теста.",prompt3,dialog0073,analytics_gemma3_4b_prompt3_dialog0073,analytics,46.9,49.2,55.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,"Вычисли P(да | пасмурно, холодно, влажно, да).",prompt3,dialog0074,analytics_gemma3_4b_prompt3_dialog0074,analytics,46.9,49.2,55.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,"В спам-примере, вычисли P(win|спам) с Laplace.",prompt3,dialog0075,analytics_gemma3_4b_prompt3_dialog0075,analytics,46.9,49.2,55.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС,Что такое autograd?,prompt3,dialog0076,analytics_gemma3_4b_prompt3_dialog0076,analytics,46.9,49.2,55.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС,Что такое TensorFlow?,prompt3,dialog0077,analytics_gemma3_4b_prompt3_dialog0077,analytics,46.9,49.2,55.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС,Что такое Keras?,prompt3,dialog0078,analytics_gemma3_4b_prompt3_dialog0078,analytics,46.9,49.2,55.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС,Что такое over-fitting?,prompt3,dialog0079,analytics_gemma3_4b_prompt3_dialog0079,analytics,46.9,49.2,55.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
