model_name,model_parameters,lecture_title,lecture_topic,system_prompt_id,dialog_id,f1,precision,recall,claim_recall,context_precision,context_utilization,hallucination,faithfulness,noise_sensitivity,self_knowledge
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес (2),Вычисли вероятность спама для слова 'приз' из примера.,prompt14,dialog0401,47.2,46.1,60.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес (2),"Вычисли расстояние Евклида между (1,2) и (3,4).",prompt14,dialog0402,47.2,46.1,60.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес (2),"В примере с погодой, вычисли F(да) для теста.",prompt14,dialog0403,47.2,46.1,60.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес (2),"Вычисли P(да | пасмурно, холодно, влажно, да).",prompt14,dialog0404,47.2,46.1,60.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес (2),"В спам-примере, вычисли P(win|спам) с Laplace.",prompt14,dialog0405,47.2,46.1,60.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС (2),Что такое autograd?,prompt14,dialog0406,47.2,46.1,60.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС (2),Что такое TensorFlow?,prompt14,dialog0407,47.2,46.1,60.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС (2),Что такое Keras?,prompt14,dialog0408,47.2,46.1,60.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС (2),Что такое over-fitting?,prompt14,dialog0409,47.2,46.1,60.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС (2),Что такое SGD?,prompt14,dialog0410,47.2,46.1,60.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС (2),Что такое Momentum в оптимизации?,prompt14,dialog0411,47.2,46.1,60.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС (2),Что такое Adam?,prompt14,dialog0412,47.2,46.1,60.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС (2),Что такое learning rate?,prompt14,dialog0413,47.2,46.1,60.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС (2),Что такое метод Ньютона?,prompt14,dialog0414,47.2,46.1,60.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС (2),Что такое RMSProp?,prompt14,dialog0415,47.2,46.1,60.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС (2),"Вычисли шаг в SGD для L(w)=w^2, w=3, η=0.1.",prompt14,dialog0416,47.2,46.1,60.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС (2),"Вычисли v_t в Momentum: γ=0.9, v_{t-1}=1, ∇L=2, η=0.1.",prompt14,dialog0417,47.2,46.1,60.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС (2),"В Adagrad, G_{t-1,ii}=4, g_t=2, η=0.1, ε=1e-8.",prompt14,dialog0418,47.2,46.1,60.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС (2),"Вычисли learning rate decay: η0=0.1, t=5, T=10, linear.",prompt14,dialog0419,47.2,46.1,60.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС (2),"В Nesterov, вычисли ∇ в ω - γ v_{t-1}: γ=0.9, v=1, ∇=2.",prompt14,dialog0420,47.2,46.1,60.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес (2),Что такое метод k-ближайших соседей?,prompt13,dialog0361,47.9,44.2,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес (2),Как выбрать количество соседей k в k-NN?,prompt13,dialog0362,47.9,44.2,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес (2),Что такое евклидова метрика?,prompt13,dialog0363,47.9,44.2,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес (2),В чем суть наивного байесовского классификатора?,prompt13,dialog0364,47.9,44.2,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес (2),Как работает сглаживание по Лапласу?,prompt13,dialog0365,47.9,44.2,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес (2),Что такое манхэттенское расстояние?,prompt13,dialog0366,47.9,44.2,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес (2),Как вычислить вероятность класса в Naive Bayes?,prompt13,dialog0367,47.9,44.2,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес (2),Что такое расстояние Чебышёва?,prompt13,dialog0368,47.9,44.2,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес (2),Как классифицировать письмо как спам в Naive Bayes?,prompt13,dialog0369,47.9,44.2,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес (2),В чем разница между k-NN и взвешенным k-NN?,prompt13,dialog0370,47.9,44.2,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес (2),Вычисли вероятность спама для слова 'приз' из примера.,prompt13,dialog0371,47.9,44.2,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес (2),"Вычисли расстояние Евклида между (1,2) и (3,4).",prompt13,dialog0372,47.9,44.2,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес (2),"В примере с погодой, вычисли F(да) для теста.",prompt13,dialog0373,47.9,44.2,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес (2),"Вычисли P(да | пасмурно, холодно, влажно, да).",prompt13,dialog0374,47.9,44.2,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес (2),"В спам-примере, вычисли P(win|спам) с Laplace.",prompt13,dialog0375,47.9,44.2,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС (2),Что такое autograd?,prompt13,dialog0376,47.9,44.2,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС (2),Что такое TensorFlow?,prompt13,dialog0377,47.9,44.2,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС (2),Что такое Keras?,prompt13,dialog0378,47.9,44.2,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС (2),Что такое over-fitting?,prompt13,dialog0379,47.9,44.2,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС (2),Что такое SGD?,prompt13,dialog0380,47.9,44.2,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС (2),Что такое Momentum в оптимизации?,prompt13,dialog0381,47.9,44.2,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС (2),Что такое Adam?,prompt13,dialog0382,47.9,44.2,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС (2),Что такое learning rate?,prompt13,dialog0383,47.9,44.2,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС (2),Что такое метод Ньютона?,prompt13,dialog0384,47.9,44.2,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС (2),Что такое RMSProp?,prompt13,dialog0385,47.9,44.2,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС (2),"Вычисли шаг в SGD для L(w)=w^2, w=3, η=0.1.",prompt13,dialog0386,47.9,44.2,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС (2),"Вычисли v_t в Momentum: γ=0.9, v_{t-1}=1, ∇L=2, η=0.1.",prompt13,dialog0387,47.9,44.2,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС (2),"В Adagrad, G_{t-1,ii}=4, g_t=2, η=0.1, ε=1e-8.",prompt13,dialog0388,47.9,44.2,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС (2),"Вычисли learning rate decay: η0=0.1, t=5, T=10, linear.",prompt13,dialog0389,47.9,44.2,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС (2),"В Nesterov, вычисли ∇ в ω - γ v_{t-1}: γ=0.9, v=1, ∇=2.",prompt13,dialog0390,47.9,44.2,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес (2),Что такое метод k-ближайших соседей?,prompt4,dialog0091,43.1,44.6,51.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес (2),Как выбрать количество соседей k в k-NN?,prompt4,dialog0092,43.1,44.6,51.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес (2),Что такое евклидова метрика?,prompt4,dialog0093,43.1,44.6,51.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес (2),В чем суть наивного байесовского классификатора?,prompt4,dialog0094,43.1,44.6,51.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес (2),Как работает сглаживание по Лапласу?,prompt4,dialog0095,43.1,44.6,51.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес (2),Что такое манхэттенское расстояние?,prompt4,dialog0096,43.1,44.6,51.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес (2),Как вычислить вероятность класса в Naive Bayes?,prompt4,dialog0097,43.1,44.6,51.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес (2),Что такое расстояние Чебышёва?,prompt4,dialog0098,43.1,44.6,51.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес (2),Как классифицировать письмо как спам в Naive Bayes?,prompt4,dialog0099,43.1,44.6,51.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес (2),В чем разница между k-NN и взвешенным k-NN?,prompt4,dialog0100,43.1,44.6,51.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес (2),Вычисли вероятность спама для слова 'приз' из примера.,prompt4,dialog0101,43.1,44.6,51.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес (2),"Вычисли расстояние Евклида между (1,2) и (3,4).",prompt4,dialog0102,43.1,44.6,51.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес (2),"В примере с погодой, вычисли F(да) для теста.",prompt4,dialog0103,43.1,44.6,51.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес (2),"Вычисли P(да | пасмурно, холодно, влажно, да).",prompt4,dialog0104,43.1,44.6,51.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес (2),"В спам-примере, вычисли P(win|спам) с Laplace.",prompt4,dialog0105,43.1,44.6,51.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС (2),Что такое autograd?,prompt4,dialog0106,43.1,44.6,51.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС (2),Что такое TensorFlow?,prompt4,dialog0107,43.1,44.6,51.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС (2),Что такое Keras?,prompt4,dialog0108,43.1,44.6,51.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС (2),Что такое over-fitting?,prompt4,dialog0109,43.1,44.6,51.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС (2),Что такое SGD?,prompt4,dialog0110,43.1,44.6,51.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС (2),Что такое Momentum в оптимизации?,prompt4,dialog0111,43.1,44.6,51.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС (2),Что такое Adam?,prompt4,dialog0112,43.1,44.6,51.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС (2),Что такое learning rate?,prompt4,dialog0113,43.1,44.6,51.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС (2),Что такое метод Ньютона?,prompt4,dialog0114,43.1,44.6,51.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС (2),Что такое RMSProp?,prompt4,dialog0115,43.1,44.6,51.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС (2),"Вычисли шаг в SGD для L(w)=w^2, w=3, η=0.1.",prompt4,dialog0116,43.1,44.6,51.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС (2),"Вычисли v_t в Momentum: γ=0.9, v_{t-1}=1, ∇L=2, η=0.1.",prompt4,dialog0117,43.1,44.6,51.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС (2),"В Adagrad, G_{t-1,ii}=4, g_t=2, η=0.1, ε=1e-8.",prompt4,dialog0118,43.1,44.6,51.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС (2),"Вычисли learning rate decay: η0=0.1, t=5, T=10, linear.",prompt4,dialog0119,43.1,44.6,51.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС (2),"В Nesterov, вычисли ∇ в ω - γ v_{t-1}: γ=0.9, v=1, ∇=2.",prompt4,dialog0120,43.1,44.6,51.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес (2),Что такое метод k-ближайших соседей?,prompt3,dialog0061,46.0,44.5,52.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес (2),Как выбрать количество соседей k в k-NN?,prompt3,dialog0062,46.0,44.5,52.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес (2),Что такое евклидова метрика?,prompt3,dialog0063,46.0,44.5,52.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес (2),В чем суть наивного байесовского классификатора?,prompt3,dialog0064,46.0,44.5,52.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес (2),Как работает сглаживание по Лапласу?,prompt3,dialog0065,46.0,44.5,52.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес (2),Что такое манхэттенское расстояние?,prompt3,dialog0066,46.0,44.5,52.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес (2),Как вычислить вероятность класса в Naive Bayes?,prompt3,dialog0067,46.0,44.5,52.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес (2),Что такое расстояние Чебышёва?,prompt3,dialog0068,46.0,44.5,52.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес (2),Как классифицировать письмо как спам в Naive Bayes?,prompt3,dialog0069,46.0,44.5,52.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес (2),В чем разница между k-NN и взвешенным k-NN?,prompt3,dialog0070,46.0,44.5,52.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес (2),Вычисли вероятность спама для слова 'приз' из примера.,prompt3,dialog0071,46.0,44.5,52.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес (2),"Вычисли расстояние Евклида между (1,2) и (3,4).",prompt3,dialog0072,46.0,44.5,52.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес (2),"В примере с погодой, вычисли F(да) для теста.",prompt3,dialog0073,46.0,44.5,52.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес (2),"Вычисли P(да | пасмурно, холодно, влажно, да).",prompt3,dialog0074,46.0,44.5,52.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес (2),"В спам-примере, вычисли P(win|спам) с Laplace.",prompt3,dialog0075,46.0,44.5,52.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС (2),Что такое autograd?,prompt3,dialog0076,46.0,44.5,52.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС (2),Что такое TensorFlow?,prompt3,dialog0077,46.0,44.5,52.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС (2),Что такое Keras?,prompt3,dialog0078,46.0,44.5,52.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС (2),Что такое over-fitting?,prompt3,dialog0079,46.0,44.5,52.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС (2),Что такое SGD?,prompt3,dialog0080,46.0,44.5,52.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС (2),Что такое Momentum в оптимизации?,prompt3,dialog0081,46.0,44.5,52.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС (2),Что такое Adam?,prompt3,dialog0082,46.0,44.5,52.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС (2),Что такое learning rate?,prompt3,dialog0083,46.0,44.5,52.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС (2),Что такое метод Ньютона?,prompt3,dialog0084,46.0,44.5,52.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС (2),Что такое RMSProp?,prompt3,dialog0085,46.0,44.5,52.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС (2),"Вычисли шаг в SGD для L(w)=w^2, w=3, η=0.1.",prompt3,dialog0086,46.0,44.5,52.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС (2),"Вычисли v_t в Momentum: γ=0.9, v_{t-1}=1, ∇L=2, η=0.1.",prompt3,dialog0087,46.0,44.5,52.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС (2),"В Adagrad, G_{t-1,ii}=4, g_t=2, η=0.1, ε=1e-8.",prompt3,dialog0088,46.0,44.5,52.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС (2),"Вычисли learning rate decay: η0=0.1, t=5, T=10, linear.",prompt3,dialog0089,46.0,44.5,52.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС (2),"В Nesterov, вычисли ∇ в ω - γ v_{t-1}: γ=0.9, v=1, ∇=2.",prompt3,dialog0090,46.0,44.5,52.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес (2),Что такое метод k-ближайших соседей?,prompt2,dialog0031,49.4,50.7,55.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес (2),Как выбрать количество соседей k в k-NN?,prompt2,dialog0032,49.4,50.7,55.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес (2),Что такое евклидова метрика?,prompt2,dialog0033,49.4,50.7,55.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес (2),В чем суть наивного байесовского классификатора?,prompt2,dialog0034,49.4,50.7,55.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес (2),Как работает сглаживание по Лапласу?,prompt2,dialog0035,49.4,50.7,55.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес (2),Что такое манхэттенское расстояние?,prompt2,dialog0036,49.4,50.7,55.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес (2),Как вычислить вероятность класса в Naive Bayes?,prompt2,dialog0037,49.4,50.7,55.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес (2),Что такое расстояние Чебышёва?,prompt2,dialog0038,49.4,50.7,55.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес (2),Как классифицировать письмо как спам в Naive Bayes?,prompt2,dialog0039,49.4,50.7,55.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес (2),В чем разница между k-NN и взвешенным k-NN?,prompt2,dialog0040,49.4,50.7,55.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес (2),Вычисли вероятность спама для слова 'приз' из примера.,prompt2,dialog0041,49.4,50.7,55.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес (2),"Вычисли расстояние Евклида между (1,2) и (3,4).",prompt2,dialog0042,49.4,50.7,55.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес (2),"В примере с погодой, вычисли F(да) для теста.",prompt2,dialog0043,49.4,50.7,55.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес (2),"Вычисли P(да | пасмурно, холодно, влажно, да).",prompt2,dialog0044,49.4,50.7,55.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес (2),"В спам-примере, вычисли P(win|спам) с Laplace.",prompt2,dialog0045,49.4,50.7,55.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3,4.3B,3. Инструменты обучения НС (2),Что такое autograd?,prompt2,dialog0046,49.4,50.7,55.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
